Gene	Ptilde	mean_bg_p	k	m	pk	pstar	z.score	PLEAN
CCL11	-0.7810318571764596	-0.7697753194951323	1	3	0.0585494145058549	0.3907	-0.019309696435982023	0.9096332369293343
NAALADL2	-2.0330264705043004	-1.3015943617502232	10	17	0.287712287712288	0.1454	-0.9947933090590616	0.8478983396472669
RUNDC3A	-0.46335730104051953	-1.3683864614831442	20	20	0.948051948051948	0.9398	1.2126282905163575	0.990493272724509
TMEM128	-1.459499236151513	-0.9200968300604296	2	5	0.0627993720062799	0.1639	-0.8795697505140689	0.8508504891807739
COQ3	-0.8841114301378259	-1.2402066463858694	4	14	0.143856143856144	0.6433	0.500112948161803	0.9451679446082741
CMTM3	-1.2732282504842034	-0.9200968300604296	2	5	0.0791492085079149	0.2281	-0.5758293100909325	0.87784462110449
PDZD11	-1.2020681042357713	-1.1954790081455888	1	12	0.00538994610053899	0.4206	-0.009301377309950188	0.9145313214731601
SH3D19	-0.6938536363008952	-0.9200968300604296	2	5	0.16983016983017	0.5733	0.3689206188987176	0.9417927285213405
TMEM196	-0.15595690173363744	-0.4777520258584124	1	1	0.698301698301698	0.7357	0.6961065028834561	0.9555878427528043
C6orf226	-0.30429003403156585	-1.0723743276648654	4	8	0.438561438561439	0.925	1.1352685619107037	0.9888858391717268
RNF113B	-0.5268321350801091	-0.9851919470093594	4	6	0.474525474525474	0.7354	0.7012546117766625	0.9555878427528043
ZFAND5	-1.0278340651468096	-0.9851919470093594	3	6	0.195804195804196	0.3891	-0.06523910085823117	0.9095109326234556
RNF14	-0.5525484898210513	-1.2402066463858694	1	14	0.023209767902321	0.8532	0.9657718843591214	0.9778472379610184
CD300C	-1.692799974137677	-0.9851919470093594	1	6	0.003409965900341	0.1309	-1.082584858967764	0.8467055553550222
MMRN1	-2.72738300060776	-1.1954790081455888	4	12	0.047649523504765	0.0363	-2.1624843288808733	0.8374334980295074
CPNE2	-1.2519951010566754	-1.2402066463858694	4	14	0.107892107892108	0.4193	-0.01655613035694907	0.9145313214731601
LSR	-0.8665803382947144	-1.3683864614831442	15	20	0.605394605394605	0.7235	0.6723587790641175	0.9540714471904227
LYSMD1	-0.32091245306220356	-0.8690208007529571	1	4	0.14985014985015	0.8356	0.8854495068188349	0.9732678300744196
AMBRA1	-0.21854800928857882	-1.4438278146462327	15	26	0.582417582417582	0.9951	1.5961490425008873	0.9991239030710395
POP5	-1.092043781813214	-1.1169378891946666	9	9	0.756243756243756	0.4341	0.036322598175512255	0.915292735264672
RET	-0.3988346604817327	-1.1402321907381439	1	10	0.049669503304967	0.9006	1.0857316349363086	0.9863358239828043
RALGPS1	-0.11091633813454156	-0.6700283970623467	2	2	0.88011988011988	0.9201	1.0175781387498883	0.9879118790355043
RAMAC	-3.242802662872016	-1.3796486732357736	2	22	0.001589984100159	0.0253	-2.444555394422948	0.8374334980295074
SF3B5	-0.38852285270587317	-1.415002559283211	1	24	0.021659783402166	0.9664	1.3698022025197225	0.9930610284252339
PLEKHG3	-1.247765453409054	-1.1699141492671985	6	11	0.278721278721279	0.3773	-0.11125625970110811	0.9078788361208331
CPSF1	-1.4397739009808674	-1.3156453279309803	13	18	0.484515484515485	0.3629	-0.17020046265453914	0.906703078486286
MEGF10	-0.960446692476945	-1.3796486732357736	7	22	0.190809190809191	0.6676	0.5500149043594894	0.9454347266881803
STK24	-1.1487191526697342	-1.743006527186495	15	60	0.168831168831169	0.73740000000000006	0.7072583782695462	0.9555878427528043
PBK	-0.7940208836610818	-1.291617415961887	14	16	0.734265734265734	0.735	0.686757860411963	0.9555878427528043
EXOSC1	-3.294724228039242	-1.652298861873769	8	47	0.039979600203998	0.049	-1.985439799438018	0.8399995821313391
PEX1	-1.609265260949564	-1.0295455906082835	2	7	0.036369636303637	0.1632	-0.8802618417896941	0.8508504891807739
BRMS1L	-0.7745941145727933	-1.2402066463858694	10	14	0.55044955044955	0.7157	0.6539230109283957	0.9531205688364165
RTP2	-0.11983518509350294	-0.6700283970623467	2	2	0.871128871128871	0.9116	1.0013459299406218	0.987159326962746
RABGAP1L	-1.1361397707286207	-1.6416600241205397	1	48	0.001579984200158	0.6985	0.6262355470333515	0.9497355349210841
PHYHIPL	-1.9607450222351808	-1.1402321907381439	4	10	0.0956390436095639	0.1122	-1.2015911864710374	0.8467055553550222
CENPH	-0.3356402376684161	-1.3015943617502232	9	17	0.488511488511489	0.9656	1.3137578840111752	0.9930424582062866
PLEKHS1	-0.34846111234202565	-0.7697753194951323	1	3	0.17982017982018	0.7499	0.7227310630148991	0.9563147771499687
SPATA46	-1.9897915613119521	-1.1699141492671985	11	11	0.659340659340659	0.1203	-1.1716758670004392	0.8467055553550222
SPOUT1	-0.7355924688053519	-1.0723743276648654	8	8	0.809190809190809	0.6379	0.4977811156331105	0.9451679446082741
DMXL2	-1.6587398184219098	-1.0723743276648654	8	8	0.62037962037962	0.163	-0.8666787134741558	0.8508504891807739
C1GALT1C1	-1.144609904847705	-1.1169378891946666	8	9	0.601398601398601	0.4026	-0.04037580017914856	0.9134031187910233
PLAAT5	-1.1244111619823665	-0.8690208007529571	4	4	0.523476523476524	0.27	-0.41257402911230917	0.8883911200404085
LCE3C	-0.6001998919098858	-1.3015943617502232	10	17	0.477522477522478	0.8521	0.9539402457963343	0.9774012357424868
EIF2S1	-0.6640523416208849	-1.5585373024672882	32	36	0.824175824175824	0.9033	1.131053458483969	0.9864870728460476
WDR19	-0.23688117580285625	-1.291617415961887	4	16	0.245754245754246	0.986	1.4556942353301892	0.9960224082665051
USP53	-0.4653867577163763	-1.4282411390762555	25	25	0.958041958041958	0.95	1.2611575664047954	0.9914166580425088
BEND3	-1.613220368826123	-1.0723743276648654	4	8	0.155844155844156	0.1755	-0.7993985978541284	0.8529364944797782
BCKDHA	-0.9514716886913046	-1.3683864614831442	11	20	0.391608391608392	0.6729	0.5586147610694968	0.9461624206333458
AVPI1	-1.2106302279649426	-1.0295455906082835	5	7	0.358641358641359	0.3178	-0.2749637532663879	0.8971966693412238
TUT7	-0.5305370314037142	-1.2207543952414193	5	13	0.282717282717283	0.8571	0.9653420197074091	0.9792427272853451
IDS	-1.6988603071716974	-1.5683128579331003	17	38	0.27972027972028	0.3628	-0.16294276338248245	0.906703078486286
FAM102A	-0.7336776654204826	-0.7697753194951323	3	3	0.569430569430569	0.4222	0.061922658810873936	0.9145313214731601
CPTP	-0.8788235225557692	-1.0295455906082835	6	7	0.578421578421578	0.5135	0.2288604165253739	0.9326089087343731
N4BP2L2	-0.8602182578664255	-1.1699141492671985	10	11	0.717282717282717	0.6149	0.4425822650224049	0.9449129091554608
C20orf194	-0.21421893855413604	-0.9851919470093594	6	6	0.921078921078921	0.9471	1.1795283174127935	0.990493272724509
ZNF697	-1.5095680742201938	-1.1169378891946666	7	9	0.414585414585415	0.2341	-0.5728804902996724	0.87784462110449
FAXC	-1.6907623715786095	-0.9200968300604296	1	5	0.004109958900411	0.1125	-1.2566760741672947	0.8467055553550222
AHDC1	-0.43578699121400105	-1.0723743276648654	8	8	0.882117882117882	0.8494	0.9409092152692421	0.9771758681592866
ANKRD45	-0.0634179700145045	-0.4777520258584124	1	1	0.864135864135864	0.8738	0.8962865159112455	0.9824046068214577
MPHOSPH6	-1.7276951863252978	-1.573823252527908	33	39	0.685314685314685	0.3559	-0.19318956121384723	0.906703078486286
ASPH	-0.7885812930479611	-1.1699141492671985	7	11	0.443556443556444	0.6619	0.5449576953365803	0.9451679446082741
STAC3	-0.8748787509701942	-1.3634456731994127	12	21	0.427572427572428	0.7169	0.6564134298394655	0.9531416800516479
NSG2	-0.7390650886399012	-1.291617415961887	16	16	0.899100899100899	0.7699	0.7626051016125289	0.9615277508393738
ZNF468	-0.7357694747807606	-0.7697753194951323	1	3	0.0654393456065439	0.421	0.05833432597777577	0.9145313214731601
PKLR	-1.0437735460012332	-1.0723743276648654	3	8	0.140859140859141	0.4344	0.042273443862784504	0.915292735264672
LY6G6C	-1.9750343998570434	-0.6700283970623467	1	2	0.00530994690053099	0.0309	-2.375097367650818	0.8374334980295074
COBLL1	-1.684681020080023	-1.3796486732357736	13	22	0.355644355644356	0.2843	-0.4002183786736727	0.8918073157190807
KCTD20	-0.6472263185937176	-0.9200968300604296	5	5	0.742257742257742	0.6086	0.4449528681800031	0.9449129091554608
RTBDN	-1.8286870791953809	-1.1402321907381439	10	10	0.656343656343656	0.1408	-1.0082003528741945	0.8467055553550222
HIPK3	-1.3570286617870377	-1.4121493644759058	3	23	0.034659653403466	0.4539	0.0725614801471511	0.9174568436573269
C1orf189	-0.24721122208331578	-0.7697753194951323	3	3	0.827172827172827	0.8447	0.8964172088282225	0.9765672746072489
DCAF12L1	-0.42736531066751543	-0.6700283970623467	2	2	0.611388611388611	0.5953	0.4416442962623352	0.9449129091554608
TRIML1	-1.1393353852536054	-0.7697753194951323	2	3	0.164835164835165	0.2107	-0.6339509435921186	0.8713629745672883
TRIM63	-2.337865403219633	-1.5015887550419618	2	32	0.003139968600314	0.1338	-1.0621847483235145	0.8467055553550222
RIN1	-1.5676312026784067	-1.1699141492671985	4	11	0.111888111888112	0.2349	-0.5683721328707622	0.87784462110449
TES	-1.1944699778299386	-1.4677363546004678	24	28	0.713286713286713	0.5767	0.35388502395473215	0.9421854822252022
ABCB7	-0.8959970754282718	-1.33203247921665	19	19	0.897102897102897	0.6956	0.5936216085363692	0.9497355349210841
RAB2B	-0.5035626479623504	-1.1169378891946666	9	9	0.879120879120879	0.8251	0.8949661089149404	0.9705764247856364
TASOR2	-2.551698253158021	-1.3796486732357736	2	22	0.003569964300357	0.0746	-1.5377902948802755	0.8399995821313391
NPDC1	-1.4263318858175098	-1.4121493644759058	1	23	0.00165899834100166	0.4171	-0.018670022161622064	0.9145313214731601
TNFRSF21	-0.6687336135899351	-0.8690208007529571	1	4	0.0585494145058549	0.5414	0.3235568147115473	0.9384568322601221
PLPP4	-0.8214571301861487	-0.4777520258584124	1	1	0.150849150849151	0.1806	-0.7435021237425695	0.8558997149513555
PDZD3	-0.2674540339074663	-0.9200968300604296	5	5	0.884115884115884	0.9056	1.0642237685720173	0.9867651367159003
MARK1	-1.2959571388340776	-0.9851919470093594	3	6	0.153846153846154	0.2598	-0.47544640318593306	0.8832760012677482
CYHR1	-1.481832617073273	-1.3683864614831442	20	20	0.843156843156843	0.3697	-0.15200396156476303	0.9073860674769025
TSHZ3	-0.5405286012192065	-1.3015943617502232	6	17	0.266733266733267	0.8856	1.0350969246070594	0.9826563863255301
FAM192A	-1.0992334118675244	-1.33203247921665	3	19	0.0538994610053899	0.564	0.3169342572297746	0.9406175438867034
SPTLC2	-0.6654733693036774	-1.0295455906082835	4	7	0.35964035964036	0.6672	0.5528169914976184	0.9454347266881803
BOLL	-0.8660624258180717	-1.1954790081455888	1	12	0.012119878801212	0.6225	0.4650149098520237	0.9449129091554608
ZNF385C	-1.265947786911228	-0.8690208007529571	4	4	0.482517482517482	0.2126	-0.6412214037930013	0.8713629745672883
PLS1	-2.7252446624257467	-1.4121493644759058	6	23	0.0596694033059669	0.058	-1.7285726368787246	0.8399995821313391
UPF3B	-1.8332866200372224	-1.4438278146462327	10	26	0.186813186813187	0.2535	-0.5073406878985615	0.8798088210528585
ZFYVE26	-0.7672359660716644	-1.3634456731994127	7	21	0.223776223776224	0.7789	0.8010367484020868	0.9628758866581199
TMEM241	-0.6040586547296777	-0.8690208007529571	4	4	0.706293706293706	0.5969	0.4280369064080406	0.9449129091554608
PHLDA3	-2.350808811203369	-1.3634456731994127	20	21	0.691308691308691	0.0973	-1.3265704132343206	0.8462908702471963
MYH2	-0.0996651596945473	-1.1699141492671985	4	11	0.442557442557443	0.9978	1.5294785468433303	0.9998552870291477
MEA1	-0.48715908418071785	-1.1402321907381439	2	10	0.115884115884116	0.8503	0.9563858831176579	0.9771758681592866
DYRK4	-1.2319690593732484	-1.1954790081455888	5	12	0.188811188811189	0.405	-0.05151051523342948	0.9137121534749333
MYO1B	-0.7109928983732298	-1.415002559283211	12	24	0.393606393606394	0.8403	0.9394769111658013	0.9745425601506119
RBM41	-1.0285387195191298	-1.291617415961887	12	16	0.556443556443556	0.5791	0.3630880662564132	0.9426769774237481
APBB3	-0.7325046865749807	-0.9851919470093594	3	6	0.25974025974026	0.5812	0.3865917170420907	0.9426769774237481
KCTD1	-2.4202259691187913	-1.1954790081455888	5	12	0.0970690293097069	0.06	-1.728891707953706	0.8399995821313391
STX19	-0.9672996202051973	-1.3683864614831442	2	20	0.028149718502815	0.6636	0.5374072703354803	0.9451679446082741
KYNU	-2.8353106124456042	-1.611870715759285	39	43	0.705294705294705	0.0779	-1.51102285749637	0.8399995821313391
MYD88	-0.8083765026083004	-1.3015943617502232	1	17	0.00988990110098899	0.7252	0.6708070650857718	0.954595368112583
RSPH14	-0.7805821083120263	-1.2402066463858694	1	14	0.012859871401286	0.7115	0.6455132568349391	0.9520614291000197
APIP	-3.967648019235903	-1.415002559283211	17	24	0.31968031968032	0.0081	-3.406418413233115	0.7951629079516291
BICRAL	-0.525785851998083	-1.0295455906082835	1	7	0.049289507104929	0.7697	0.7649222512450837	0.9615277508393738
HYLS1	-1.1367262784752354	-0.8690208007529571	1	4	0.018769812301877	0.2645	-0.43246866102399045	0.8859941306800033
PRKCH	-0.6962355815978255	-0.8690208007529571	3	4	0.418581418581419	0.5194	0.2791283652786383	0.9329305330578828
VPS26C	-2.4414235900789407	-1.1169378891946666	9	9	0.535464535464535	0.048	-1.9325361285407947	0.8399995821313391
TXNL4A	-0.9961688157130766	-1.3634456731994127	8	21	0.236763236763237	0.6441	0.49345432683663665	0.9451679446082741
OTUD7B	-0.35114475492641317	-1.0723743276648654	5	8	0.536463536463537	0.9012	1.0660148458147773	0.9863358239828043
NADSYN1	-2.390244516908135	-0.9851919470093594	6	6	0.3996003996004	0.0372	-2.149620382910561	0.8374334980295074
TLK1	-2.210333606339658	-1.1954790081455888	3	12	0.03269967300327	0.0852	-1.432600982493727	0.8399995821313391
GLYAT	-1.096977322566499	-1.0295455906082835	2	7	0.0693693063069369	0.3772	-0.10239014407371051	0.9078788361208331
SCGN	-2.221948659944533	-1.4121493644759058	19	23	0.553446553446553	0.1324	-1.0660284182696156	0.8467055553550222
CD74	-1.0422693438619608	-0.9851919470093594	6	6	0.67032967032967	0.3833	-0.0873239466667545	0.908278154176497
TLK2	-0.7044112709031322	-1.3015943617502232	1	17	0.012859871401286	0.7908	0.8122062676053998	0.9647144366142877
DALRD3	-2.2384093253195134	-0.9851919470093594	6	6	0.423576423576424	0.0491	-1.9173244320867815	0.8399995821313391
TIGD7	-1.4437903528429286	-0.8690208007529571	4	4	0.435564435564436	0.1503	-0.928519732597996	0.8478983396472669
MRGBP	-1.934687570614819	-1.291617415961887	5	16	0.0910890891091089	0.1671	-0.887533282159738	0.852548624918929
KLF8	-0.678553457016686	-0.9851919470093594	1	6	0.038449615503845	0.6191	0.46913287260180914	0.9449129091554608
PCGF1	-1.2121063095195483	-1.291617415961887	1	16	0.003949960500395	0.4682	0.10973725457218174	0.9241632136238598
TNFSF9	-1.212642158069234	-1.1169378891946666	9	9	0.733266733266733	0.366	-0.13964058436584328	0.9070597365042257
RASAL3	-0.7078393932360711	-0.8690208007529571	4	4	0.665334665334665	0.5125	0.26038282101610094	0.932038378824831
SERINC2	-1.6134113163278496	-1.0723743276648654	7	8	0.471528471528472	0.1752	-0.7996808281997849	0.8529364944797782
INTU	-1.0609604885865664	-1.4282411390762555	1	25	0.003629963700363	0.6406	0.48106835293718203	0.9451679446082741
ARHGEF9	-1.5605415057230845	-0.8690208007529571	3	4	0.200799200799201	0.1186	-1.1171270602802057	0.8467055553550222
PLB1	-0.5391354451161716	-0.8690208007529571	1	4	0.0817291827081729	0.6504	0.5329180383513346	0.9451679446082741
UTP25	-0.6512547873441558	-1.1954790081455888	3	12	0.137862137862138	0.7682	0.768244194591434	0.9611203167478183
ZNF343	-0.45329526499625084	-0.6700283970623467	2	2	0.593406593406593	0.5712	0.39445204876493106	0.9417927285213405
DOK6	-0.6524596411997717	-0.9851919470093594	3	6	0.281718281718282	0.6395	0.5090543670352836	0.9451679446082741
FECH	-1.5643860412511177	-1.2687560204343018	5	15	0.120879120879121	0.2842	-0.41175573748486655	0.8918073157190807
TPP2	-0.6874670655653425	-1.3015943617502232	17	17	0.911088911088911	0.8038	0.8352514441783404	0.9669798250486987
FAM122C	-0.4547587682301127	-0.6700283970623467	2	2	0.592407592407592	0.5691	0.3917884880833328	0.9407490296512363
CCDC103	-0.32662561825132114	-0.9851919470093594	1	6	0.10079899201008	0.8757	1.007554901592647	0.9824046068214577
CIART	-3.2071079620995824	-0.8690208007529571	4	4	0.157842157842158	0.0059	-3.777096504069069	0.7951629079516291
PPP1R12B	-0.9753381057961649	-1.2402066463858694	2	14	0.039979600203998	0.5788	0.3719909189045701	0.9426769774237481
KLHDC10	-0.1861547030865506	-1.1402321907381439	10	10	0.958041958041958	0.985	1.3971885098749055	0.9956693861299789
SPTLC1	-1.764987481083662	-1.1699141492671985	5	11	0.152847152847153	0.1711	-0.8504113563099797	0.8529364944797782
PPP1R10	-0.9439552705416611	-1.2687560204343018	1	15	0.00801991980080199	0.6207	0.45238495041256893	0.9449129091554608
SMNDC1	-1.2016613544766948	-1.415002559283211	24	24	0.891108891108891	0.5534	0.2846965705796536	0.9396564930662897
IFT74	-2.376555155176869	-1.5485576705894712	15	35	0.217782217782218	0.1407	-1.0414243764886224	0.8467055553550222
NPY5R	-1.5376182922277948	-0.8690208007529571	1	4	0.00732992670073299	0.1225	-1.0800954256232582	0.8467055553550222
LCLAT1	-1.4231677206182127	-1.1699141492671985	3	11	0.0705592944070559	0.2934	-0.36192129875076967	0.8918073157190807
B3GNT9	-0.11983518509350294	-0.6700283970623467	2	2	0.871128871128871	0.9116	1.0013459299406218	0.987159326962746
FAM131A	-0.817691700728964	-0.6700283970623467	1	2	0.0792192078079219	0.3005	-0.26874567862994	0.8918073157190807
TMEM108	-0.5061299184594297	-0.8690208007529571	4	4	0.747252747252747	0.6774	0.5862372906919263	0.9466272461690924
ANGPTL8	-0.1287398645012348	-0.6700283970623467	1	2	0.493506493506494	0.904	0.9851395059274094	0.9865287483268259
NHSL2	-0.700031838845983	-0.8690208007529571	4	4	0.668331668331668	0.5177	0.27299564695332834	0.9329305330578828
DNAJC8	-0.7841267063406099	-1.4121493644759058	2	23	0.03169968300317	0.8012	0.8267357166592965	0.9669798250486987
EPOR	-0.06831386535892443	-0.9851919470093594	1	6	0.274725274725275	0.9953	1.4027516515639704	0.9991239030710395
NHLRC1	-0.08408852815007377	-0.7697753194951323	1	3	0.43956043956044	0.9716	1.1762412356153922	0.9938250139407914
NME6	-0.09004562037790195	-0.9851919470093594	6	6	0.966033966033966	0.9929	1.3695037684982299	0.9984822879361034
FAM83B	-1.4971262073699971	-1.291617415961887	3	16	0.044439555604444	0.3212	-0.28363296108736524	0.8971966693412238
ZNF783	-0.34325110275388293	-0.9200968300604296	1	5	0.113886113886114	0.8503	0.9406262314047792	0.9771758681592866
STAC2	-1.1851393379652773	-0.7697753194951323	2	3	0.155844155844156	0.1973	-0.712523986873236	0.8630828392126958
SIN3B	-0.25925396278546237	-1.3156453279309803	13	18	0.704295704295704	0.984	1.448484379335986	0.9955453712928685
ESRP2	-0.27590482716125475	-0.8690208007529571	4	4	0.853146853146853	0.8733	0.9581577228585703	0.9823223056667438
CTU1	-1.3036055612668298	-1.2207543952414193	7	13	0.286713286713287	0.3782	-0.11587612270630994	0.9078788361208331
TMEM30A	-1.5704471419044752	-1.6084949615038089	6	42	0.0552094479055209	0.4406	0.04635673510329906	0.916545496860429
RUFY4	-1.0818391671190506	-0.8690208007529571	4	4	0.536463536463537	0.2949	-0.34380048823333503	0.8918073157190807
ZNF497	-0.2720802954580906	-0.4777520258584124	1	1	0.534465534465534	0.5862	0.44490863365426125	0.94335844262571
ZBTB49	-0.7779633667599606	-1.1402321907381439	2	10	0.0742092579074209	0.6546	0.5305206808663839	0.9451679446082741
TMEM67	-1.9188802930957314	-1.6794568350997874	22	50	0.281718281718282	0.3275	-0.2910404134669063	0.8998394228193596
SIPA1L3	-0.8347239042344127	-1.2402066463858694	10	14	0.538461538461538	0.6767	0.5694745684672234	0.946499334212523
PLEKHG6	-0.19795151216641277	-0.6700283970623467	2	2	0.796203796203796	0.8321	0.8591750262021763	0.9725648124842688
NUDT18	-2.5954720474445625	-1.5683128579331003	20	38	0.296703296703297	0.1085	-1.2820484639789131	0.8467055553550222
GABARAPL1	-2.340102919295166	-1.8283923394302872	57	73	0.631368631368631	0.238	-0.5900324674457172	0.87784462110449
SUGCT	-0.9953652235411331	-1.1699141492671985	1	11	0.00963990360096399	0.5263	0.24944554012535639	0.9344108923816656
PAXIP1	-1.060436500128369	-1.4282411390762555	23	25	0.794205794205794	0.6411	0.48175467895029217	0.9451679446082741
HLA-F	-3.028294535215144	-1.1699141492671985	5	11	0.0788192118078819	0.0183	-2.6557866065510214	0.8171320798954588
USP49	-2.2412508624787053	-1.611870715759285	4	43	0.016719832801672	0.1837	-0.7773228503690804	0.8595090040545493
RAPH1	-0.31324853216577964	-0.9200968300604296	4	5	0.679320679320679	0.8724	0.9895495458523285	0.9823223056667438
EPN1	-2.069849862570906	-1.4545809849621736	2	27	0.00513994860051399	0.1857	-0.7980153197758765	0.8607427027081463
ZBTB10	-1.620679129206466	-1.291617415961887	1	16	0.00151399848600151	0.2718	-0.45415452773840864	0.8892132625234177
IKBIP	-3.3174950651181163	-1.4677363546004678	3	28	0.00545994540054599	0.0263	-2.3954718224690454	0.8374334980295074
TEAD1	-0.21474353672722613	-1.1699141492671985	11	11	0.956043956043956	0.981	1.3650215741277465	0.9948506015403812
PTER	-0.4149756497230479	-1.1169378891946666	5	9	0.452547452547453	0.882	1.0242219963149586	0.9824046068214577
GPAA1	-0.3563286988245015	-1.3683864614831442	14	20	0.656343656343656	0.9701	1.3560335161315082	0.9931818771707315
NAP1L4	-1.6648663506600507	-1.5683128579331003	26	38	0.508491508491508	0.3762	-0.12051321577647692	0.9078788361208331
SLC25A12	-1.5486876167127077	-1.33203247921665	16	19	0.61038961038961	0.3211	-0.2949557996912037	0.8971966693412238
ZNF765	-0.45351879771344716	-0.8690208007529571	4	4	0.77022977022977	0.7202	0.6712286817444115	0.9532254321737637
RRAGC	-0.5002206506926583	-1.1402321907381439	6	10	0.474525474525474	0.8425	0.9372580125959772	0.9756003631858338
DOK5	-0.5685557190471318	-1.2402066463858694	8	14	0.454545454545455	0.843	0.9432907550575119	0.9758283630610606
FAM214B	-1.9154821011950678	-1.1402321907381439	10	10	0.643356643356643	0.1223	-1.1353063888323416	0.8467055553550222
FBN2	-0.1769438465366171	-1.0295455906082835	4	7	0.577422577422577	0.9728	1.2946132759438789	0.9941838475043236
PPP6R1	-1.9606471401117966	-1.6084949615038089	34	42	0.633366633366633	0.2738	-0.42905547365626273	0.8894066501639077
RASGRP2	-0.6370362634187136	-0.6700283970623467	1	2	0.122877122877123	0.4152	0.06004534048300824	0.9145313214731601
RRM2B	-2.9095733558615553	-0.9851919470093594	3	6	0.040729592704073	0.0134	-2.9441528307092755	0.7951629079516291
SPATA24	-0.3744501299834087	-1.3634456731994127	5	21	0.201798201798202	0.9634	1.3287636290567073	0.9929420162258644
ECI1	-2.1809102307860457	-1.0723743276648654	2	8	0.015839841601584	0.0648	-1.6384737599693644	0.8399995821313391
SDE2	-0.4410601047345165	-0.9200968300604296	5	5	0.816183816183816	0.7731	0.7811352122720077	0.9615277508393738
GJA5	-1.1112299619230426	-0.8690208007529571	1	4	0.019939800601994	0.2775	-0.39128027005722227	0.8918073157190807
HDX	-0.12139678159095973	-0.7697753194951323	2	3	0.678321678321678	0.9489	1.112241889733467	0.990991470868319
LRBA	-0.45111787506226975	-1.3015943617502232	14	17	0.75024975024975	0.9251	1.1567010913841265	0.9888953876446146
ZNF174	-1.5661944990352952	-1.0723743276648654	4	8	0.160839160839161	0.1916	-0.7298919147822814	0.8625598133629824
BCAS1	-0.6842903413220859	-0.7697753194951323	2	3	0.292707292707293	0.4542	0.14664269112662354	0.9174568436573269
ATG9A	-0.9125778787334046	-1.291617415961887	1	16	0.00811991880081199	0.6527	0.5231314221482808	0.9451679446082741
LURAP1L	-1.200271773291989	-1.1402321907381439	7	10	0.410589410589411	0.3889	-0.08792432057945346	0.9095109326234556
DHX57	-1.1384674375873847	-1.415002559283211	1	24	0.003139968600314	0.5889	0.3690267000368241	0.9439902096638664
DMRT3	-0.7123457165339158	-1.4545809849621736	27	27	0.941058941058941	0.8474	0.9626931194468451	0.9768507759102399
SERPINA12	-1.04384838893808	-1.1402321907381439	1	10	0.00942990570094299	0.4782	0.141148221351059	0.926268413290942
MT1F	-0.9473112695792835	-0.6700283970623467	1	2	0.0581394186058139	0.2367	-0.5046519473468204	0.87784462110449
SOCS1	-0.7519988221539762	-0.9851919470093594	3	6	0.254745254745255	0.5674	0.3567672164606999	0.9406713427228889
ASPSCR1	-1.0104901050143473	-1.3796486732357736	17	22	0.617382617382617	0.6385	0.4843553320674944	0.9451679446082741
PDLIM4	-0.5847996579627563	-0.7697753194951323	3	3	0.638361638361638	0.5298	0.3173110572143508	0.9357671879790231
TIMMDC1	-0.820925894848711	-1.2687560204343018	13	15	0.713286713286713	0.7032	0.6237411989450653	0.951299242188339
CTR9	-3.36611962398958	-1.790306243994991	10	69	0.040249597504025	0.0521	-1.8798078703280658	0.8399995821313391
RD3	-2.5864758421136114	-1.1699141492671985	2	11	0.00700992990070099	0.0395	-2.024389409004516	0.8374334980295074
ENDOD1	-0.9276363682335352	-0.9851919470093594	4	6	0.350649350649351	0.4458	0.08805552755626753	0.916545496860429
LIMS2	-1.7146084327641158	-1.2207543952414193	2	13	0.016719832801672	0.206	-0.690707129377459	0.8713629745672883
TRIM46	-1.2254880162207646	-1.1699141492671985	3	11	0.0845091549084509	0.3888	-0.07941987154273783	0.9095109326234556
DCXR	-0.22436707073957382	-1.2207543952414193	13	13	0.961038961038961	0.9822	1.3935531075275003	0.9955453712928685
APBB1IP	-1.1490046024100435	-0.9200968300604296	4	5	0.377622377622378	0.2872	-0.3732655804695891	0.8918073157190807
ADK	-2.251592022264813	-1.2687560204343018	8	15	0.208791208791209	0.0972	-1.3689014452668218	0.8462908702471963
ZBTB8OS	-0.5913620426356136	-1.0295455906082835	5	7	0.517482517482518	0.7209	0.6653496107063168	0.9532254321737637
SH3RF1	-1.366830266127897	-0.9851919470093594	4	6	0.25974025974026	0.2271	-0.5838767368939344	0.8773743315323641
YTHDF3	-0.9092175718682409	-1.0295455906082835	6	7	0.57042957042957	0.4906	0.1827092796983405	0.9277421687155253
BRF1	-1.4098372902996947	-1.0723743276648654	3	8	0.100828991710083	0.2494	-0.49878782246193665	0.8798088210528585
NAA16	-0.47136008506605476	-1.1954790081455888	10	12	0.732267732267732	0.8818	1.0221892697653863	0.9824046068214577
DIS3	-2.9207787990354483	-1.607374348486435	24	41	0.341658341658342	0.0747	-1.6132667100548785	0.8399995821313391
PEG10	-1.3388815609157751	-1.3683864614831442	11	20	0.342657342657343	0.4406	0.03953295507005059	0.916545496860429
TBC1D1	-0.6377350679363736	-1.1954790081455888	10	12	0.69030969030969	0.7778	0.7873290598924281	0.9625012522763093
L3MBTL4	-1.0220642860626235	-0.6700283970623467	1	2	0.048709512904871	0.2068	-0.640701660752982	0.8713629745672883
RTN4RL2	-1.51959421935351	-0.6700283970623467	1	2	0.015229847701523	0.0764	-1.546200970607554	0.8399995821313391
MPST	-0.967123406823602	-1.291617415961887	8	16	0.322677322677323	0.6179	0.44785041085775257	0.9449129091554608
FAT3	-1.348548433849693	-1.0295455906082835	6	7	0.46953046953047	0.2531	-0.4843824432635206	0.8798088210528585
